user_id,timestamp,hour_of_access,transaction_amount,data_volume_mb,geo_delta_km,is_anomaly
1008,2026-03-16 12:20:00,12,19.95,1.9,7.08,0
1041,2026-03-16 12:23:00,12,55.06,3.24,3.0,0
1057,2026-03-16 12:23:00,3,21.35,743.97,36.81,1
1018,2026-03-16 12:33:00,12,41.08,5.18,17.53,0
1070,2026-03-16 12:34:00,12,22.79,6.18,2.62,0
1038,2026-03-16 12:37:00,12,39.99,5.48,11.81,0
1025,2026-03-16 12:41:00,12,83.94,14.22,3.46,0
1097,2026-03-16 12:41:00,2,23.06,1361.08,0.44,1
1090,2026-03-16 12:49:00,12,137.02,16.16,8.1,0
1037,2026-03-16 12:49:00,12,53.39,35.49,2.9,0
1019,2026-03-16 12:49:00,12,49.91,4.05,2.65,0
1032,2026-03-16 12:49:00,12,25.34,46.76,12.88,0
1085,2026-03-16 12:55:00,12,21.67,14.72,6.68,0
1030,2026-03-16 13:00:00,13,35.41,3.57,9.7,0
1046,2026-03-16 13:08:00,13,133.22,20.96,8.83,0
1088,2026-03-16 13:11:00,13,152.05,9.27,11.3,0
1069,2026-03-16 13:14:00,13,21.75,8.73,0.85,0
1078,2026-03-16 13:21:00,3,28.74,1787.73,2.12,1
1084,2026-03-16 13:22:00,13,16.18,15.22,3.36,0
1030,2026-03-16 13:27:00,13,11.41,20.02,2.57,0
1073,2026-03-16 13:29:00,13,322.89,6.62,5.67,0
1089,2026-03-16 13:32:00,13,38.79,13.34,71.14,0
1085,2026-03-16 13:34:00,13,17965.24,2.23,4389.95,1
1068,2026-03-16 13:39:00,13,10.0,6.5,14.21,0
1022,2026-03-16 13:46:00,13,77.51,21.05,0.49,0
1070,2026-03-16 13:55:00,13,88.96,9.06,1.1,0
1065,2026-03-16 13:57:00,13,214.78,37.53,25.47,0
1024,2026-03-16 14:00:00,14,17.67,4.54,26.44,0
1053,2026-03-16 14:01:00,14,26.12,9.02,13.16,0
1037,2026-03-16 14:03:00,1,10.67,2900.58,1.39,1
1063,2026-03-16 14:04:00,14,23.56,9.56,50.47,0
1086,2026-03-16 14:08:00,14,58.28,0.36,14.23,0
1070,2026-03-16 14:09:00,14,23.89,4.36,10.57,0
1006,2026-03-16 14:09:00,14,193.77,7.2,10.96,0
1071,2026-03-16 14:15:00,14,96.31,5.05,3.98,0
1094,2026-03-16 14:19:00,14,12.74,21.96,8.07,0
1063,2026-03-16 14:22:00,14,33.11,3.14,4.59,0
1007,2026-03-16 14:23:00,14,50.52,11.97,2.34,0
1017,2026-03-16 14:25:00,14,7.44,5.9,5.75,0
1094,2026-03-16 14:27:00,14,172.63,2.95,13.48,0
1086,2026-03-16 14:40:00,14,21.38,14.84,6.47,0
1005,2026-03-16 14:43:00,14,219.84,1.3,14.93,0
1098,2026-03-16 14:45:00,14,9.14,8.94,0.46,0
1025,2026-03-16 14:48:00,14,34.14,6.4,0.9,0
1085,2026-03-16 14:51:00,14,19.9,8.19,2.84,0
1089,2026-03-16 14:55:00,14,16.42,5.82,8.04,0
1038,2026-03-16 15:02:00,15,31.41,9.46,3.86,0
1097,2026-03-16 15:15:00,15,17.92,4.47,3.27,0
1044,2026-03-16 15:16:00,15,299.21,35.89,7.71,0
1091,2026-03-16 15:25:00,15,14026.96,21.48,1597.57,1
1077,2026-03-16 15:38:00,15,11.02,2.23,0.29,0
1022,2026-03-16 15:38:00,15,41.17,9.1,1.59,0
1087,2026-03-16 15:39:00,15,50.45,8.02,15.3,0
1017,2026-03-16 15:40:00,15,9.97,10.9,19.32,0
1029,2026-03-16 15:42:00,15,20.47,11.03,34.75,0
1035,2026-03-16 15:51:00,15,69.66,4.89,13.24,0
1031,2026-03-16 15:51:00,15,133.37,9.53,1.2,0
1066,2026-03-16 15:53:00,15,12.15,4.6,3.67,0
1042,2026-03-16 15:53:00,15,49.7,3.32,39.26,0
1042,2026-03-16 15:54:00,15,25.17,14.76,28.31,0
1002,2026-03-16 15:55:00,2,66.33,1342.66,4.3,1
1058,2026-03-16 15:59:00,15,19.88,7.43,2.71,0
1084,2026-03-16 16:00:00,16,32.34,9.07,6.7,0
1076,2026-03-16 16:00:00,16,40.79,5.56,0.73,0
1021,2026-03-16 16:04:00,16,697.39,23.14,15.32,0
1061,2026-03-16 16:08:00,16,170.67,108.65,1.53,0
1039,2026-03-16 16:14:00,16,18.45,2.9,39.61,0
1055,2026-03-16 16:16:00,16,55.48,7.89,22.51,0
1082,2026-03-16 16:18:00,16,168.81,18.9,17.34,0
1081,2026-03-16 16:18:00,16,70.11,55.01,28.78,0
1018,2026-03-16 16:18:00,16,93.71,2.64,19.79,0
1093,2026-03-16 16:20:00,16,771.93,8.76,13.76,0
1021,2026-03-16 16:20:00,16,38.9,39.33,2.94,0
1006,2026-03-16 16:20:00,16,179.23,0.71,5.32,0
1036,2026-03-16 16:28:00,16,85.71,27.36,1.54,0
1053,2026-03-16 16:35:00,16,33.43,1.66,9.1,0
1023,2026-03-16 16:37:00,16,82.6,6.08,14.5,0
1074,2026-03-16 16:46:00,16,13.95,5.99,1.15,0
1021,2026-03-16 16:51:00,16,14.04,1.89,6.58,0
1042,2026-03-16 16:55:00,16,61.38,7.46,3.1,0
1015,2026-03-16 17:00:00,17,145.66,9.49,15.8,0
1062,2026-03-16 17:11:00,2,38.63,1347.27,5.23,1
1069,2026-03-16 17:20:00,17,119.38,11.96,1.67,0
1007,2026-03-16 17:21:00,17,307.36,10.61,7.4,0
1033,2026-03-16 17:30:00,17,64.62,5.53,6.09,0
1097,2026-03-16 17:38:00,17,97.82,15.07,5.44,0
1089,2026-03-16 17:46:00,17,22.51,1.07,15.22,0
1011,2026-03-16 17:46:00,17,23.28,19.79,13.7,0
1004,2026-03-16 17:51:00,17,28.49,4.62,8.37,0
1034,2026-03-16 18:04:00,18,11.59,8.5,13.28,0
1060,2026-03-16 18:06:00,18,35.53,4.36,0.29,0
1088,2026-03-16 18:09:00,18,49.92,23.49,22.53,0
1025,2026-03-16 18:14:00,18,27.7,9.37,17.28,0
1067,2026-03-16 18:15:00,18,92.53,15.19,3.83,0
1053,2026-03-16 18:19:00,18,50.93,22.15,1.1,0
1037,2026-03-16 18:23:00,18,6.14,2.67,45.7,0
1002,2026-03-16 18:25:00,18,10.53,7.46,2.52,0
1099,2026-03-16 18:25:00,18,39.17,1.7,6.52,0
1039,2026-03-16 18:26:00,18,26.47,1.61,3.29,0
1078,2026-03-16 18:26:00,18,44.57,3.1,4.39,0
1021,2026-03-16 18:41:00,18,44.34,3.84,12.69,0
1048,2026-03-16 18:45:00,18,93.13,6.11,1.35,0
1091,2026-03-16 18:47:00,1,73.57,2456.25,24.81,1
1047,2026-03-16 18:51:00,18,34.0,76.23,1.34,0
1049,2026-03-16 18:53:00,18,54.38,2.38,1.61,0
1009,2026-03-16 18:55:00,18,57.71,2.45,11.83,0
1082,2026-03-16 19:00:00,19,24.3,19.1,17.32,0
1097,2026-03-16 19:03:00,19,88.38,1.28,1.85,0
1017,2026-03-16 19:05:00,19,181.01,13.26,2.29,0
1080,2026-03-16 19:05:00,19,53.57,24.73,3.68,0
1041,2026-03-16 19:08:00,19,15.04,16.04,20.61,0
1022,2026-03-16 19:11:00,19,72.79,12.64,3.11,0
1072,2026-03-16 19:14:00,19,133.86,1.29,4.59,0
1004,2026-03-16 19:17:00,19,23.94,3.95,14.53,0
1040,2026-03-16 19:18:00,19,129.2,5.87,2.45,0
1066,2026-03-16 19:25:00,19,63.68,11.62,8.91,0
1003,2026-03-16 19:29:00,19,72.49,8.98,15.9,0
1079,2026-03-16 19:30:00,19,833.87,7.83,0.18,0
1069,2026-03-16 19:30:00,19,223.21,19.86,15.63,0
1001,2026-03-16 19:38:00,19,52.16,5.25,31.9,0
1031,2026-03-16 19:45:00,3,122.64,2143.25,0.03,1
1012,2026-03-16 19:45:00,19,148.3,10.14,13.49,0
1088,2026-03-16 19:47:00,19,83.13,8.16,2.2,0
1063,2026-03-16 19:47:00,19,64.4,14.08,17.22,0
1086,2026-03-16 19:51:00,19,344.32,5.91,30.03,0
1036,2026-03-16 19:56:00,19,25.86,71.04,7.03,0
1059,2026-03-16 20:20:00,20,38.71,3.02,15.52,0
1016,2026-03-16 20:20:00,20,23.19,38.9,19.01,0
1081,2026-03-16 20:21:00,20,51.07,15.44,1.35,0
1057,2026-03-16 20:21:00,20,48.3,11.88,4.57,0
1099,2026-03-16 20:29:00,20,15.19,3.41,6.61,0
1046,2026-03-16 20:31:00,20,32.73,6.06,2.86,0
1031,2026-03-16 20:36:00,20,86.2,5.84,12.09,0
1013,2026-03-16 20:38:00,20,16.96,14.1,2.36,0
1072,2026-03-16 20:41:00,20,127.31,26.08,6.63,0
1001,2026-03-16 20:42:00,20,17.03,2.34,1.47,0
1008,2026-03-16 20:52:00,20,99.58,9.14,14.35,0
1077,2026-03-16 21:03:00,21,46.06,0.68,5.05,0
1012,2026-03-16 21:09:00,21,20.15,6.8,4.11,0
1093,2026-03-16 21:10:00,21,95.08,6.89,37.57,0
1077,2026-03-16 21:13:00,21,179.72,17.16,7.73,0
1000,2026-03-16 21:20:00,21,26.74,20.94,8.19,0
1024,2026-03-16 21:29:00,21,140.75,2.98,8.97,0
1078,2026-03-16 21:31:00,21,92.89,1.05,1.92,0
1019,2026-03-16 21:39:00,21,18.77,6.69,0.47,0
1055,2026-03-16 21:48:00,21,20.73,2.89,6.43,0
1014,2026-03-16 22:03:00,22,86.43,13.89,3.0,0
1003,2026-03-16 22:05:00,22,45.39,2.87,15.88,0
1057,2026-03-16 22:20:00,22,119.85,2.83,2.37,0
1001,2026-03-16 22:22:00,22,52.58,2.21,13.41,0
1088,2026-03-16 22:22:00,22,34.94,20.24,15.05,0
1052,2026-03-16 22:28:00,22,48.21,6.33,1.36,0
1023,2026-03-16 22:31:00,22,224.0,4.17,2.73,0
1032,2026-03-16 22:38:00,22,55.2,10.76,33.7,0
1007,2026-03-16 22:39:00,22,46.91,7.21,8.79,0
1057,2026-03-16 22:50:00,22,38.52,10.96,13.62,0
1055,2026-03-16 23:01:00,23,73.38,27.31,0.24,0
1042,2026-03-16 23:13:00,23,107.25,3.57,3.03,0
1077,2026-03-16 23:13:00,23,12.25,12.48,4.12,0
1001,2026-03-16 23:15:00,23,38.28,13.33,7.59,0
1052,2026-03-16 23:15:00,23,36.36,7.97,2.38,0
1082,2026-03-16 23:18:00,23,35.31,3.04,8.49,0
1083,2026-03-16 23:24:00,23,34.55,7.39,17.22,0
1036,2026-03-16 23:30:00,23,44.81,6.79,6.9,0
1068,2026-03-16 23:36:00,23,44.77,15.77,3.4,0
1001,2026-03-16 23:36:00,23,42.56,12.81,8.38,0
1041,2026-03-16 23:37:00,23,1027.16,8.11,15.26,0
1059,2026-03-16 23:41:00,23,61.83,10.54,1.84,0
1092,2026-03-16 23:43:00,23,33.57,15.57,0.57,0
1080,2026-03-16 23:47:00,23,335.93,2.06,4.97,0
1087,2026-03-16 23:51:00,23,83.1,42.21,4.13,0
1062,2026-03-16 23:55:00,23,242.51,29.84,1.29,0
1025,2026-03-16 23:59:00,23,110.53,6.79,17.88,0
1016,2026-03-17 00:02:00,0,16.18,5.29,27.41,0
1098,2026-03-17 00:12:00,0,23.37,5.89,2.11,0
1061,2026-03-17 00:13:00,0,161.83,8.0,5.34,0
1016,2026-03-17 00:15:00,0,152.74,6.08,25.09,0
1023,2026-03-17 00:17:00,0,11.78,10.03,3.9,0
1028,2026-03-17 00:17:00,0,22.5,4.34,3.38,0
1001,2026-03-17 00:30:00,0,49.25,13.12,14.79,0
1037,2026-03-17 00:46:00,0,16325.52,17.27,1751.64,1
1070,2026-03-17 00:48:00,0,4.09,8.8,7.18,0
1086,2026-03-17 00:51:00,0,313.35,3.91,4.17,0
1031,2026-03-17 00:51:00,0,125.42,4.0,20.19,0
1067,2026-03-17 00:52:00,0,482.68,7.73,7.09,0
1086,2026-03-17 01:00:00,1,45674.56,12.27,4371.15,1
1092,2026-03-17 01:00:00,1,63.91,0.58,15.29,0
1080,2026-03-17 01:02:00,1,134.86,1.19,10.71,0
1050,2026-03-17 01:08:00,1,186.92,4.67,2.68,0
1092,2026-03-17 01:12:00,1,70.05,9.91,2.49,0
1007,2026-03-17 01:16:00,1,20.22,6.43,17.59,0
1018,2026-03-17 01:17:00,1,18.26,4.24,14.44,0
1001,2026-03-17 01:18:00,1,23.67,2.79,53.95,0
1053,2026-03-17 01:23:00,1,36.91,19.06,6.9,0
1046,2026-03-17 01:23:00,1,304.62,6.19,16.19,0
1078,2026-03-17 01:26:00,1,50.42,2.05,9.83,0
1041,2026-03-17 01:30:00,1,357.2,30.08,1.68,0
1039,2026-03-17 01:31:00,1,149.43,12.88,2.09,0
1071,2026-03-17 01:39:00,1,43.05,1.04,0.14,0
1085,2026-03-17 01:42:00,1,9.11,10.26,0.28,0
1053,2026-03-17 01:47:00,1,47.08,2.15,6.48,0
1023,2026-03-17 02:01:00,2,61.78,27.68,12.92,0
1035,2026-03-17 02:08:00,2,133.86,5.14,30.98,0
1004,2026-03-17 02:11:00,2,387.45,5.38,11.65,0
1047,2026-03-17 02:17:00,2,47.6,19.02,2.93,0
1062,2026-03-17 02:18:00,2,64.39,15.13,7.46,0
1058,2026-03-17 02:24:00,2,130.76,5.81,1.12,0
1083,2026-03-17 02:34:00,2,36.23,27.93,10.05,0
1045,2026-03-17 02:35:00,2,47.09,12.26,24.02,0
1035,2026-03-17 02:35:00,2,19.92,5.12,2.31,0
1064,2026-03-17 02:42:00,2,23.72,2.87,7.25,0
1062,2026-03-17 02:42:00,2,221.76,2.74,12.28,0
1042,2026-03-17 02:47:00,2,20.54,8.82,6.02,0
1067,2026-03-17 02:51:00,2,267.0,4.05,20.08,0
1031,2026-03-17 02:51:00,2,70.55,13.12,6.02,0
1035,2026-03-17 02:52:00,2,247.69,34.42,1.83,0
1005,2026-03-17 02:52:00,4,92.77,2928.61,3.88,1
1048,2026-03-17 02:56:00,2,55.83,1.34,6.76,0
1031,2026-03-17 02:58:00,2,89.72,16.21,21.14,0
1068,2026-03-17 03:01:00,3,496.88,13.64,10.55,0
1021,2026-03-17 03:05:00,3,42401.34,4.05,1544.7,1
1053,2026-03-17 03:07:00,3,32.32,9.29,12.89,0
1019,2026-03-17 03:12:00,3,20.23,14.46,6.93,0
1036,2026-03-17 03:15:00,3,33132.48,5.65,2839.51,1
1007,2026-03-17 03:18:00,3,180.22,3.41,1.16,0
1037,2026-03-17 03:21:00,3,78.68,8.42,8.0,0
1031,2026-03-17 03:23:00,3,3.26,22.55,27.38,0
1080,2026-03-17 03:24:00,3,263.38,8.06,2.27,0
1055,2026-03-17 03:26:00,3,25.12,10.63,1.07,0
1078,2026-03-17 03:26:00,3,21.18,7.47,23.78,0
1001,2026-03-17 03:33:00,3,104.59,1.2,0.78,0
1031,2026-03-17 03:39:00,2,105.66,1548.75,1.47,1
1089,2026-03-17 03:54:00,3,28.34,7.74,25.71,0
1048,2026-03-17 03:59:00,3,38.53,2.25,17.33,0
1091,2026-03-17 03:59:00,3,18.05,17.22,3.95,0
1024,2026-03-17 04:04:00,4,50.91,14.56,1.12,0
1022,2026-03-17 04:06:00,4,51.99,9.6,2.47,0
1026,2026-03-17 04:09:00,4,64.51,1.7,2.96,0
1085,2026-03-17 04:16:00,4,15.35,1.97,15.84,0
1036,2026-03-17 04:21:00,4,32.16,21.24,6.1,0
1027,2026-03-17 04:44:00,4,22.86,3.62,2.38,0
1095,2026-03-17 04:51:00,4,91.35,10.9,8.94,0
1014,2026-03-17 04:52:00,4,181.85,47.0,8.42,0
1040,2026-03-17 05:00:00,5,18.12,10.58,6.23,0
1039,2026-03-17 05:01:00,5,127.19,20.97,15.84,0
1077,2026-03-17 05:11:00,5,29190.22,3.57,3328.73,1
1021,2026-03-17 05:14:00,5,52.06,38.91,8.3,0
1024,2026-03-17 05:14:00,5,770.06,5.41,8.79,0
1015,2026-03-17 05:20:00,5,71.29,17.36,12.51,0
1027,2026-03-17 05:25:00,5,31.58,36.15,28.55,0
1046,2026-03-17 05:25:00,5,156.32,2.21,1.64,0
1034,2026-03-17 05:31:00,5,102.78,3.55,6.89,0
1043,2026-03-17 05:37:00,5,115.61,12.87,16.05,0
1098,2026-03-17 05:42:00,5,99.48,35.46,15.07,0
1006,2026-03-17 05:43:00,5,26.86,2.93,0.59,0
1098,2026-03-17 05:44:00,5,115.17,20.96,1.67,0
1011,2026-03-17 05:45:00,5,417.16,10.46,5.0,0
1030,2026-03-17 05:46:00,5,173.53,4.54,9.56,0
1087,2026-03-17 05:55:00,5,30.38,2.37,31.4,0
1020,2026-03-17 05:56:00,5,84.33,7.64,15.33,0
1086,2026-03-17 05:57:00,5,30.21,6.52,1.4,0
1051,2026-03-17 05:58:00,5,35.35,22.45,1.69,0
1018,2026-03-17 06:01:00,6,138.19,9.19,8.2,0
1012,2026-03-17 06:02:00,6,6.81,17.78,5.5,0
1016,2026-03-17 06:04:00,6,52.87,3.78,6.81,0
1082,2026-03-17 06:04:00,6,139.57,4.76,21.81,0
1014,2026-03-17 06:05:00,6,12.42,4.68,22.77,0
1057,2026-03-17 06:12:00,6,86.28,8.09,0.39,0
1032,2026-03-17 06:16:00,6,31.44,4.73,3.53,0
1060,2026-03-17 06:18:00,6,43.78,23.4,18.22,0
1011,2026-03-17 06:24:00,6,144.27,10.17,23.59,0
1052,2026-03-17 06:34:00,6,156.39,23.91,0.28,0
1006,2026-03-17 06:37:00,6,43.92,17.49,6.04,0
1071,2026-03-17 06:38:00,6,6.78,40.29,17.18,0
1032,2026-03-17 06:39:00,6,55.34,3.69,2.75,0
1063,2026-03-17 06:46:00,6,105.9,23.8,12.01,0
1005,2026-03-17 06:47:00,6,41.24,5.82,20.14,0
1021,2026-03-17 06:50:00,6,292.48,6.37,18.91,0
1043,2026-03-17 06:53:00,6,521.84,4.58,5.72,0
1035,2026-03-17 06:53:00,6,37.6,19.14,3.22,0
1041,2026-03-17 06:57:00,6,249.85,35.39,3.39,0
1065,2026-03-17 06:57:00,6,86.81,0.97,11.81,0
1096,2026-03-17 07:01:00,7,91.93,3.84,2.7,0
1035,2026-03-17 07:05:00,7,45.27,16.23,15.92,0
1036,2026-03-17 07:05:00,7,106.43,11.33,8.29,0
1074,2026-03-17 07:06:00,7,262.91,6.27,6.58,0
1048,2026-03-17 07:11:00,7,30.53,2.09,15.3,0
1041,2026-03-17 07:16:00,7,23835.66,7.31,3880.74,1
1071,2026-03-17 07:21:00,7,44.59,2.65,2.61,0
1098,2026-03-17 07:22:00,7,39.14,13.79,14.75,0
1006,2026-03-17 07:25:00,7,45.07,1.84,6.37,0
1076,2026-03-17 07:27:00,7,82.25,5.51,12.09,0
1012,2026-03-17 07:27:00,7,35.9,1.0,18.79,0
1050,2026-03-17 07:29:00,7,122.14,3.86,23.1,0
1051,2026-03-17 07:30:00,7,28546.1,5.6,2754.09,1
1065,2026-03-17 07:44:00,7,92.8,7.3,3.22,0
1037,2026-03-17 07:46:00,7,103.37,3.32,6.47,0
1003,2026-03-17 07:47:00,7,83.84,14.35,12.32,0
1075,2026-03-17 07:53:00,7,18.26,11.85,13.87,0
1043,2026-03-17 08:04:00,8,77.8,12.36,8.67,0
1087,2026-03-17 08:06:00,8,140.09,36.87,23.91,0
1096,2026-03-17 08:08:00,8,27.85,14.65,4.85,0
1067,2026-03-17 08:11:00,8,22.34,2.45,19.95,0
1033,2026-03-17 08:13:00,8,44.66,2.01,5.32,0
1009,2026-03-17 08:26:00,8,13.76,37.43,0.78,0
1024,2026-03-17 08:30:00,8,39.38,34.07,2.3,0
1062,2026-03-17 08:35:00,8,32.75,5.76,7.11,0
1054,2026-03-17 08:37:00,8,43.97,15.38,0.5,0
1076,2026-03-17 08:40:00,8,14.32,4.9,4.09,0
1073,2026-03-17 08:43:00,8,15.69,12.9,0.22,0
1030,2026-03-17 08:44:00,8,14.64,9.45,18.1,0
1008,2026-03-17 08:49:00,8,19.66,3.01,11.42,0
1032,2026-03-17 08:52:00,8,27.56,8.14,16.51,0
1063,2026-03-17 08:54:00,8,14.21,28.45,13.27,0
1084,2026-03-17 08:54:00,8,20.65,70.72,21.21,0
1064,2026-03-17 09:00:00,9,131.38,3.14,10.34,0
1097,2026-03-17 09:01:00,9,14.72,7.37,0.46,0
1032,2026-03-17 09:03:00,9,315.0,18.63,1.7,0
1028,2026-03-17 09:26:00,9,115.56,1.75,15.27,0
1092,2026-03-17 09:28:00,9,87.9,20.35,1.52,0
1046,2026-03-17 09:31:00,9,29.87,1.24,14.32,0
1056,2026-03-17 09:36:00,9,38.76,5.22,13.53,0
1030,2026-03-17 09:41:00,9,15.43,38.74,9.96,0
1013,2026-03-17 09:54:00,9,36.36,9.57,6.29,0
1092,2026-03-17 09:54:00,9,33933.05,1.95,3579.12,1
1074,2026-03-17 09:56:00,9,59.98,5.74,9.91,0
1024,2026-03-17 10:04:00,10,64.82,14.34,7.24,0
1061,2026-03-17 10:05:00,10,118.58,9.29,6.18,0
1090,2026-03-17 10:13:00,10,67.17,10.03,12.06,0
1037,2026-03-17 10:19:00,10,81.31,39.61,5.4,0
1019,2026-03-17 10:20:00,10,81.42,2.08,7.09,0
1005,2026-03-17 10:23:00,10,143.31,4.41,20.01,0
1074,2026-03-17 10:31:00,10,101.42,4.95,0.55,0
1084,2026-03-17 10:44:00,10,83.22,9.87,11.19,0
1078,2026-03-17 10:53:00,10,173.5,38.68,7.41,0
1028,2026-03-17 10:54:00,10,34.67,12.52,1.03,0
1083,2026-03-17 10:56:00,10,120.21,5.26,3.47,0
1063,2026-03-17 10:57:00,10,66.7,12.55,15.01,0
1006,2026-03-17 11:03:00,11,109.68,4.88,24.19,0
1095,2026-03-17 11:04:00,11,279.99,28.02,7.2,0
1011,2026-03-17 11:05:00,11,86.03,14.6,48.68,0
1061,2026-03-17 11:07:00,11,81.86,29.03,16.79,0
1086,2026-03-17 11:08:00,11,79.52,2.75,4.48,0
1087,2026-03-17 11:11:00,11,33.87,23.64,17.01,0
1001,2026-03-17 11:29:00,11,44.42,9.57,7.02,0
1055,2026-03-17 11:31:00,11,35.46,10.34,6.47,0
1089,2026-03-17 11:33:00,11,193.29,5.86,14.79,0
1057,2026-03-17 11:52:00,11,166.32,12.14,7.86,0
1049,2026-03-17 11:58:00,11,32.98,1.38,2.76,0
1045,2026-03-17 12:01:00,12,156.76,34.68,30.76,0
1097,2026-03-17 12:02:00,12,32.03,17.66,30.36,0
1001,2026-03-17 12:03:00,12,228.98,9.34,7.86,0
1091,2026-03-17 12:04:00,12,13.5,0.72,15.63,0
1061,2026-03-17 12:05:00,12,8.82,8.22,17.63,0
1004,2026-03-17 12:05:00,12,61.92,14.76,0.78,0
1018,2026-03-17 12:07:00,12,55.79,11.42,15.69,0
1089,2026-03-17 12:09:00,12,26.46,20.13,11.89,0
1047,2026-03-17 12:12:00,12,79.8,51.58,1.89,0
1059,2026-03-17 12:18:00,12,111.02,3.61,1.96,0
1059,2026-03-17 12:26:00,12,71.57,13.49,2.9,0
1032,2026-03-17 12:32:00,12,19.13,3.64,5.37,0
1000,2026-03-17 12:35:00,12,125.48,10.97,47.97,0
1038,2026-03-17 12:37:00,12,34.69,8.65,6.58,0
1062,2026-03-17 12:38:00,12,79.11,2.8,16.97,0
1078,2026-03-17 12:40:00,12,50.35,3.18,18.1,0
1060,2026-03-17 12:44:00,12,27.38,17.76,0.35,0
1003,2026-03-17 12:46:00,12,17.92,5.34,46.01,0
1012,2026-03-17 12:53:00,12,142.52,15.56,4.68,0
1083,2026-03-17 12:54:00,12,36.62,3.52,19.09,0
1081,2026-03-17 12:54:00,12,16.01,29.81,19.15,0
1036,2026-03-17 13:07:00,13,116.55,3.79,0.68,0
1016,2026-03-17 13:08:00,13,7.22,23.36,5.52,0
1079,2026-03-17 13:23:00,13,105.47,3.15,10.04,0
1000,2026-03-17 13:49:00,13,45.86,4.96,1.43,0
1091,2026-03-17 13:51:00,13,28.66,3.0,1.83,0
1015,2026-03-17 13:54:00,13,20.56,3.19,0.72,0
1083,2026-03-17 14:00:00,14,19.48,17.31,18.71,0
1076,2026-03-17 14:16:00,14,3.7,9.46,6.34,0
1071,2026-03-17 14:17:00,14,99.45,8.02,1.36,0
1037,2026-03-17 14:21:00,14,27.89,11.44,11.78,0
1019,2026-03-17 14:22:00,14,148.24,9.47,15.36,0
1086,2026-03-17 14:23:00,14,63.61,16.24,1.13,0
1034,2026-03-17 14:28:00,14,47.58,39.43,0.85,0
1077,2026-03-17 14:31:00,14,10.47,3.34,4.32,0
1084,2026-03-17 14:33:00,14,222.38,11.86,3.98,0
1026,2026-03-17 14:34:00,14,30.71,3.86,2.01,0
1055,2026-03-17 14:35:00,14,85.24,3.15,13.13,0
1022,2026-03-17 14:44:00,14,18.9,1.61,20.38,0
1044,2026-03-17 14:45:00,14,40.55,9.49,7.05,0
1081,2026-03-17 14:50:00,14,34.07,3.56,3.45,0
1067,2026-03-17 15:00:00,15,31.94,9.81,3.2,0
1095,2026-03-17 15:06:00,15,25.79,9.4,2.41,0
1029,2026-03-17 15:09:00,15,47.0,12.72,7.44,0
1052,2026-03-17 15:17:00,15,16.83,10.94,3.56,0
1090,2026-03-17 15:18:00,15,20.55,6.17,4.88,0
1068,2026-03-17 15:30:00,15,137.51,1.69,30.92,0
1018,2026-03-17 15:37:00,15,10.89,18.04,31.12,0
1058,2026-03-17 15:39:00,15,85.23,1.34,8.79,0
1037,2026-03-17 15:44:00,15,107.91,17.8,3.45,0
1085,2026-03-17 15:45:00,15,476.5,12.17,5.13,0
1028,2026-03-17 15:56:00,15,469.81,40.78,15.5,0
1052,2026-03-17 15:59:00,15,10.95,1.59,2.1,0
1016,2026-03-17 16:03:00,16,213.89,17.89,4.82,0
1049,2026-03-17 16:03:00,4,32.76,892.78,3.23,1
1056,2026-03-17 16:05:00,16,201.14,4.13,2.86,0
1071,2026-03-17 16:09:00,16,33424.64,4.13,1607.54,1
1018,2026-03-17 16:16:00,16,51.03,10.43,5.81,0
1070,2026-03-17 16:21:00,16,12.43,7.7,4.01,0
1024,2026-03-17 16:22:00,16,121.97,32.76,43.51,0
1015,2026-03-17 16:28:00,16,103.77,2.49,16.54,0
1010,2026-03-17 16:30:00,16,9.08,5.05,0.46,0
1037,2026-03-17 16:36:00,16,30.96,11.05,10.2,0
1011,2026-03-17 16:54:00,16,80.3,12.3,19.54,0
1035,2026-03-17 16:59:00,16,584.83,5.66,9.12,0
1011,2026-03-17 17:04:00,17,31.47,26.43,3.57,0
1030,2026-03-17 17:07:00,17,107.2,19.75,0.95,0
1030,2026-03-17 17:10:00,17,17.48,2.57,9.72,0
1095,2026-03-17 17:13:00,17,162.64,26.49,9.43,0
1095,2026-03-17 17:14:00,17,219.1,5.29,5.51,0
1033,2026-03-17 17:18:00,17,88.54,13.43,16.96,0
1009,2026-03-17 17:20:00,17,229.22,13.83,1.89,0
1038,2026-03-17 17:25:00,17,17.3,2.88,1.07,0
1031,2026-03-17 17:26:00,17,92.85,7.28,4.09,0
1049,2026-03-17 17:29:00,17,158.22,22.98,7.96,0
1059,2026-03-17 17:31:00,17,9.97,13.91,11.91,0
1072,2026-03-17 17:31:00,17,16.92,5.18,4.21,0
1046,2026-03-17 17:42:00,17,2.45,35.38,20.6,0
1082,2026-03-17 17:51:00,17,18.85,2.24,1.15,0
1048,2026-03-17 17:59:00,17,187.96,4.46,0.72,0
1096,2026-03-17 18:04:00,18,28.73,4.92,3.04,0
1046,2026-03-17 18:05:00,18,270.75,2.61,4.15,0
1080,2026-03-17 18:13:00,18,225.42,11.25,3.62,0
1097,2026-03-17 18:14:00,18,28.76,40.32,5.93,0
1074,2026-03-17 18:22:00,18,9.68,6.25,10.47,0
1036,2026-03-17 18:26:00,18,103.91,19.16,3.99,0
